cod_manzana,municipio,min_salud,min_educacion,min_via,min_puerto,score_tiempo_salud,score_tiempo_educ,score_tiempo_puerto
0566510000000000011018,San Pedro de Urabá,3.4,2.5,70.6,153.6,1.0,1.0,0.15
0583720090700100010605,Turbo,2.0,1.4,0.4,86.6,1.0,1.0,0.15
0583720090700100020429,Turbo,3.9,3.0,0.9,90.1,1.0,1.0,0.15
0583720100700200010118,Turbo,42.2,2.1,2.1,53.9,0.4,1.0,0.4
0583720100700200020309,Turbo,38.3,1.3,1.4,53.1,0.4,1.0,0.4
0583720090600300010204,Turbo,30.6,0.5,0.6,114.7,0.4,1.0,0.15
0583720080301000010122,Turbo,13.7,0.7,7.1,83.8,0.85,1.0,0.15
0583720090602600010106,Turbo,18.0,0.5,1.8,102.8,0.65,1.0,0.15
0583720090503500010103,Turbo,13.9,9.3,9.0,62.9,0.85,0.85,0.15
0583720050604200010108,Turbo,37.7,0.3,38.8,125.5,0.4,1.0,0.15
0514710000000000020915,Carepa,4.8,1.7,5.3,44.0,1.0,1.0,0.4
0514710000000000010324,Carepa,4.6,0.8,0.3,37.2,1.0,1.0,0.4
0514710000000000010325,Carepa,4.3,0.7,0.1,37.5,1.0,1.0,0.4
0514710000000000010329,Carepa,4.4,1.0,0.3,37.6,1.0,1.0,0.4
0514710000000000020804,Carepa,6.1,3.0,6.5,44.7,0.85,1.0,0.4
0514710000000000020431,Carepa,1.4,1.2,1.8,41.7,1.0,1.0,0.4
0514710000000000020605,Carepa,2.2,0.8,2.7,42.5,1.0,1.0,0.4
0514710000000000030115,Carepa,2.1,0.5,0.2,39.1,1.0,1.0,0.4
0517210000000000010116,Chigorodó,24.1,0.1,2.9,40.7,0.65,1.0,0.4
0517210000000000020317,Chigorodó,39.9,0.4,1.2,70.4,0.4,1.0,0.15
0517210000000000060434,Chigorodó,40.7,0.8,1.9,71.3,0.4,1.0,0.15
0517210000000000020403,Chigorodó,41.2,2.0,2.7,71.1,0.4,1.0,0.15
0517210000000000020431,Chigorodó,42.6,2.3,4.2,72.1,0.4,1.0,0.15
0517210000000000050424,Chigorodó,39.1,0.9,0.9,71.1,0.4,1.0,0.15
0517210000000000060321,Chigorodó,41.3,0.8,2.2,72.1,0.4,1.0,0.15
0517210000000000060419,Chigorodó,41.9,0.4,3.0,72.4,0.4,1.0,0.15
0517210000000000060703,Chigorodó,42.3,0.8,2.3,74.1,0.4,1.0,0.15
0517210000000000060823,Chigorodó,42.7,1.4,2.7,73.9,0.4,1.0,0.15
0517210000000000061005,Chigorodó,42.7,0.8,2.7,74.6,0.4,1.0,0.15
0517210000000000061006,Chigorodó,42.7,0.7,2.8,74.7,0.4,1.0,0.15
0517210000000000061015,Chigorodó,43.3,1.3,3.3,75.2,0.4,1.0,0.15
0549020030200400010125,Necoclí,59.1,59.1,257.3,391.1,0.4,0.4,0.15
0565910000000000010107,San Juan de Urabá,0.6,0.6,174.5,258.5,1.0,1.0,0.15
0565910000000000010136,San Juan de Urabá,3.3,3.3,291.4,431.2,1.0,1.0,0.15
0565910000000000010707,San Juan de Urabá,1.2,1.2,175.0,259.2,1.0,1.0,0.15
0583720110201800010102,Turbo,34.1,7.4,28.0,80.2,0.4,0.85,0.15
0583720110201800010112,Turbo,55.8,13.3,46.9,132.5,0.4,0.85,0.15
0583720110201800010202,Turbo,57.2,11.9,47.7,133.6,0.4,0.85,0.15
0504520020500200010120,Apartadó,15.5,1.5,9.5,30.0,0.65,1.0,0.65
0505110000000000010144,Arboletes,0.4,2.4,340.3,483.5,1.0,1.0,0.15
0514710000000000030516,Carepa,1.4,2.4,0.7,40.7,1.0,1.0,0.4
0514720010601300010113,Carepa,17.6,17.6,2.3,2.2,0.65,0.65,1.0
0549010000000000010830,Necoclí,152.5,1.5,153.6,279.2,0.15,1.0,0.15
0549020040400900010107,Necoclí,68.2,14.4,119.0,197.3,0.15,0.85,0.15
0565920010100500010123,San Juan de Urabá,20.1,20.1,161.9,244.2,0.65,0.65,0.15
0566510000000000010737,San Pedro de Urabá,2.3,0.7,118.8,254.3,1.0,1.0,0.15
0583720090700100010128,Turbo,2.1,3.4,2.1,89.1,1.0,1.0,0.15
0583720100700200010508,Turbo,39.6,0.4,0.6,52.7,0.4,1.0,0.4
0583720240400900010102,Turbo,48.9,1.7,50.0,133.0,0.4,1.0,0.15
0583720090402400010108,Turbo,11.4,4.6,0.6,121.9,0.85,1.0,0.15
0583720090103900010103,Turbo,10.4,3.9,10.9,85.8,0.85,1.0,0.15
0583720100400800010426,Turbo,16.5,1.2,1.8,64.4,0.65,1.0,0.15
0504520020300900010319,Apartadó,21.6,2.7,1.0,31.3,0.65,1.0,0.4
0504520010301100010101,Apartadó,3.3,0.6,2.5,25.4,1.0,1.0,0.65
0504520010301100010102,Apartadó,2.9,0.7,2.7,25.7,1.0,1.0,0.65
0504520030101500010111,Apartadó,19.7,2.1,1.7,32.7,0.65,1.0,0.4
0505110000000000010229,Arboletes,0.8,0.9,340.2,483.3,1.0,1.0,0.15
0505120030101100010134,Arboletes,58.2,58.2,250.1,393.8,0.4,0.4,0.15
0549020120600100010123,Necoclí,102.8,1.8,103.9,229.9,0.15,1.0,0.15
0514710000000000010806,Carepa,3.4,0.3,1.0,39.2,1.0,1.0,0.4
0514710000000000020106,Carepa,4.0,1.2,3.5,41.6,1.0,1.0,0.4
0514720010601300010103,Carepa,17.6,17.6,2.8,2.5,0.65,0.65,1.0
0583720090700100010414,Turbo,2.5,3.4,2.6,86.7,1.0,1.0,0.15
0549020120600100010302,Necoclí,62.4,2.5,63.0,138.5,0.15,1.0,0.15
0549010000000000010119,Necoclí,90.6,0.8,91.2,166.5,0.15,1.0,0.15
0549020120600100010426,Necoclí,103.5,1.4,104.6,230.5,0.15,1.0,0.15
0549020030300200010112,Necoclí,60.9,37.0,144.3,220.4,0.15,0.4,0.15
0549020030300200010117,Necoclí,100.7,63.4,242.3,369.0,0.15,0.15,0.15
0549020030300200010202,Necoclí,99.9,62.1,240.8,367.7,0.15,0.15,0.15
0549020030300200010224,Necoclí,101.0,60.1,238.9,365.8,0.15,0.15,0.15
0549020120300300010105,Necoclí,132.0,0.7,137.5,270.4,0.15,1.0,0.15
0549020120300300010116,Necoclí,78.8,0.7,82.3,162.2,0.15,1.0,0.15
0549020040400900010131,Necoclí,71.4,11.7,116.6,194.5,0.15,0.85,0.15
0549020120301400010106,Necoclí,83.2,0.7,86.5,165.5,0.15,1.0,0.15
0565910000000000010210,San Juan de Urabá,0.3,0.3,174.8,258.9,1.0,1.0,0.15
0583720090700100010104,Turbo,2.6,3.9,2.2,88.1,1.0,1.0,0.15
0583720090700100010711,Turbo,2.0,1.5,0.3,51.2,1.0,1.0,0.4
0583720090700100020335,Turbo,3.6,3.3,2.2,91.1,1.0,1.0,0.15
0583720100700200010108,Turbo,41.1,0.8,1.0,53.9,0.4,1.0,0.4
0583720100700200010511,Turbo,39.5,0.6,0.7,52.2,0.4,1.0,0.4
0583720100700200020503,Turbo,37.6,1.8,0.9,52.8,0.4,1.0,0.4
0583720090600300010216,Turbo,30.6,0.3,1.3,113.6,0.4,1.0,0.15
0583720090603100010112,Turbo,17.4,4.4,4.0,99.7,0.65,1.0,0.15
0517210000000000010511,Chigorodó,24.2,0.1,2.0,41.6,0.65,1.0,0.4
0517210000000000020602,Chigorodó,26.4,1.7,3.2,44.0,0.65,1.0,0.4
0517210000000000030205,Chigorodó,23.3,0.4,0.8,41.2,0.65,1.0,0.4
0517210000000000060412,Chigorodó,41.2,0.9,2.4,72.0,0.4,1.0,0.15
0517210000000000061008,Chigorodó,42.9,0.9,2.9,74.7,0.4,1.0,0.15
0565910000000000010126,San Juan de Urabá,1.4,1.4,123.4,183.4,1.0,1.0,0.15
0514710000000000020802,Carepa,5.8,2.7,6.1,44.3,0.85,1.0,0.4
0514710000000000030108,Carepa,1.9,0.2,0.6,39.4,1.0,1.0,0.4
0514710000000000030409,Carepa,0.4,2.0,0.4,40.9,1.0,1.0,0.4
0514710000000000030543,Carepa,1.6,3.1,0.8,41.4,1.0,1.0,0.4
0517210000000000010202,Chigorodó,41.0,0.8,4.6,69.4,0.4,1.0,0.15
0517210000000000010314,Chigorodó,39.7,0.5,3.3,68.5,0.4,1.0,0.15
0517210000000000010325,Chigorodó,38.8,0.6,3.4,67.4,0.4,1.0,0.15
0517210000000000010614,Chigorodó,39.0,0.0,2.0,68.6,0.4,1.0,0.15
0517210000000000020306,Chigorodó,40.0,0.6,1.3,70.3,0.4,1.0,0.15
0517210000000000030217,Chigorodó,37.6,1.1,0.1,68.0,0.4,1.0,0.15
0517210000000000040112,Chigorodó,37.0,0.1,0.7,67.0,0.4,1.0,0.15
0517210000000000050326,Chigorodó,22.9,0.8,1.3,42.5,0.65,1.0,0.4
0517210000000000050501,Chigorodó,38.5,0.1,0.9,69.8,0.4,1.0,0.15
0517210000000000050525,Chigorodó,39.0,0.6,1.3,70.6,0.4,1.0,0.15
0517210000000000050803,Chigorodó,39.6,0.7,0.5,71.6,0.4,1.0,0.15
0517210000000000060306,Chigorodó,40.7,1.0,1.3,72.0,0.4,1.0,0.15
0517210000000000060723,Chigorodó,42.2,0.4,2.5,74.4,0.4,1.0,0.15
0517210000000000060918,Chigorodó,43.6,1.6,4.3,73.9,0.4,1.0,0.15
0549020090501500010130,Necoclí,113.9,1.6,152.5,293.1,0.15,1.0,0.15
0565910000000000010231,San Juan de Urabá,1.2,1.2,292.6,432.7,1.0,1.0,0.15
0565910000000000010417,San Juan de Urabá,1.3,1.3,294.7,434.9,1.0,1.0,0.15
0565910000000000010714,San Juan de Urabá,3.8,3.8,291.3,431.9,1.0,1.0,0.15
0566510000000000020125,San Pedro de Urabá,1.7,1.3,70.4,151.8,1.0,1.0,0.15
0583720110201800010302,Turbo,55.9,13.3,47.4,132.3,0.4,0.85,0.15
0504520010101400010109,Apartadó,44.0,0.4,15.5,40.0,0.4,1.0,0.4
0504520010101600010111,Apartadó,34.5,4.8,15.3,36.3,0.4,1.0,0.4
0505110000000000011032,Arboletes,1.0,2.3,337.9,480.9,1.0,1.0,0.15
0514710000000000010215,Carepa,5.9,2.0,0.8,35.7,0.85,1.0,0.4
0514710000000000020415,Carepa,1.8,1.2,2.1,41.7,1.0,1.0,0.4
0514710000000000020712,Carepa,1.4,0.7,1.9,42.5,1.0,1.0,0.4
0517220100400700010113,Chigorodó,89.2,1.0,25.2,126.3,0.15,1.0,0.15
0549010000000000010906,Necoclí,154.0,3.6,155.1,280.8,0.15,1.0,0.15
0549020120600100010422,Necoclí,104.2,0.5,105.3,231.3,0.15,1.0,0.15
0549020120301000010106,Necoclí,126.5,0.3,136.6,271.3,0.15,1.0,0.15
0549020090201200010101,Necoclí,96.0,25.8,195.0,335.3,0.15,0.65,0.15
0549020090501500010112,Necoclí,114.5,0.7,154.6,295.4,0.15,1.0,0.15
0565920010100100010103,San Juan de Urabá,34.1,34.1,282.1,418.3,0.4,0.4,0.15
0566510000000000010164,San Pedro de Urabá,2.2,0.8,121.1,256.9,1.0,1.0,0.15
0566510000000000010407,San Pedro de Urabá,2.9,1.2,118.5,254.0,1.0,1.0,0.15
0566510000000000010541,San Pedro de Urabá,1.3,0.2,119.7,256.2,1.0,1.0,0.15
0566510000000000010806,San Pedro de Urabá,0.7,0.7,71.2,153.4,1.0,1.0,0.15
0583720090700100010133,Turbo,3.0,4.4,1.9,88.5,1.0,1.0,0.15
0583720090700100020228,Turbo,1.2,0.2,0.7,88.1,1.0,1.0,0.15
0583720090700100020352,Turbo,3.6,3.2,1.8,90.9,1.0,1.0,0.15
0583720090700100020410,Turbo,2.7,1.6,0.5,89.0,1.0,1.0,0.15
0583720100700200020211,Turbo,38.8,0.7,1.1,52.9,0.4,1.0,0.4
0583720090600300010214,Turbo,18.1,0.4,0.9,68.3,0.65,1.0,0.15
0583720030700600010109,Turbo,37.1,0.6,37.7,113.1,0.4,1.0,0.15
0583720020101300010102,Turbo,37.6,0.6,74.9,161.7,0.4,1.0,0.15
0583720090102700010103,Turbo,18.4,0.9,14.9,138.8,0.65,1.0,0.15
0583720030802900010104,Turbo,24.8,0.5,25.5,100.9,0.65,1.0,0.15
0504520010301100010111,Apartadó,5.3,0.3,2.7,41.4,0.85,1.0,0.4
0504520020300900010217,Apartadó,12.8,0.7,1.0,17.5,0.85,1.0,0.65
0505110000000000010106,Arboletes,0.6,1.6,340.3,483.4,1.0,1.0,0.15
0505110000000000010130,Arboletes,0.9,1.4,339.5,482.7,1.0,1.0,0.15
0505110000000000010408,Arboletes,0.4,0.4,340.6,483.6,1.0,1.0,0.15
0505110000000000011034,Arboletes,1.4,2.4,337.6,480.6,1.0,1.0,0.15
0505120030101100010121,Arboletes,58.3,58.3,251.0,394.8,0.4,0.4,0.15
0514710000000000020209,Carepa,5.2,2.1,5.2,43.2,0.85,1.0,0.4
0517220070300300010113,Chigorodó,83.7,2.5,28.9,112.4,0.15,1.0,0.15
0517220100400700010111,Chigorodó,89.1,0.9,25.2,126.2,0.15,1.0,0.15
0549010000000000010314,Necoclí,89.4,0.3,90.0,165.3,0.15,1.0,0.15
0549010000000000010330,Necoclí,150.9,1.0,151.9,277.4,0.15,1.0,0.15
0549010000000000010431,Necoclí,88.5,0.2,89.1,164.4,0.15,1.0,0.15
0549010000000000010721,Necoclí,151.6,0.3,152.6,278.2,0.15,1.0,0.15
0549020030300200010129,Necoclí,100.8,63.2,242.1,368.8,0.15,0.15,0.15
0549020050300500010108,Necoclí,131.0,3.9,178.3,308.6,0.15,1.0,0.15
0549020120301000010103,Necoclí,126.5,0.7,136.8,271.7,0.15,1.0,0.15
0565920010300300010126,San Juan de Urabá,21.9,21.9,285.7,423.4,0.65,0.65,0.15
0566520040200200010114,San Pedro de Urabá,35.9,0.9,104.8,188.6,0.4,1.0,0.15
0583720090600300010119,Turbo,30.1,0.4,0.4,115.4,0.4,1.0,0.15
0583720090700100010728,Turbo,4.1,3.1,0.8,85.3,1.0,1.0,0.15
0583720090700100020409,Turbo,2.9,2.0,0.5,89.2,1.0,1.0,0.15
0583720090700100020512,Turbo,2.0,0.7,0.3,87.5,1.0,1.0,0.15
0583720090700100020526,Turbo,2.7,1.4,0.2,87.8,1.0,1.0,0.15
0583720100700200010415,Turbo,39.3,0.3,1.2,53.3,0.4,1.0,0.4
0583720090600300010304,Turbo,18.8,0.0,0.3,68.3,0.65,1.0,0.15
0583720090402400010118,Turbo,10.9,3.9,0.8,121.4,0.85,1.0,0.15
0583720030802900010108,Turbo,24.6,0.2,25.2,100.6,0.65,1.0,0.15
0514710000000000010108,Carepa,1.7,0.3,0.1,23.2,1.0,1.0,0.65
0514710000000000010115,Carepa,1.7,0.3,0.2,23.1,1.0,1.0,0.65
0514710000000000020215,Carepa,4.7,1.8,4.5,42.6,1.0,1.0,0.4
0514710000000000020244,Carepa,5.0,2.1,4.7,42.5,1.0,1.0,0.4
0514710000000000020310,Carepa,3.0,1.0,3.6,43.7,1.0,1.0,0.4
0514710000000000020519,Carepa,1.0,1.2,1.6,41.8,1.0,1.0,0.4
0514720010700700010127,Carepa,24.4,9.6,19.7,32.0,0.65,0.85,0.4
0514720010700700010133,Carepa,14.5,5.8,11.7,19.4,0.85,0.85,0.65
0517210000000000020204,Chigorodó,39.8,0.9,1.6,69.9,0.4,1.0,0.15
0517210000000000020219,Chigorodó,41.4,1.1,2.6,71.7,0.4,1.0,0.15
0517210000000000020507,Chigorodó,43.2,1.5,4.3,73.3,0.4,1.0,0.15
0517210000000000050106,Chigorodó,37.5,0.4,1.0,68.5,0.4,1.0,0.15
0517210000000000050129,Chigorodó,38.3,0.9,0.7,69.0,0.4,1.0,0.15
0517210000000000060213,Chigorodó,24.7,0.5,0.7,43.6,0.65,1.0,0.4
0517210000000000060809,Chigorodó,42.1,1.1,2.2,73.3,0.4,1.0,0.15
0517210000000000060913,Chigorodó,43.4,1.3,4.0,73.8,0.4,1.0,0.15
0565910000000000010132,San Juan de Urabá,3.5,3.5,291.5,431.3,1.0,1.0,0.15
0565910000000000010202,San Juan de Urabá,1.3,1.3,292.1,432.1,1.0,1.0,0.15
0566510000000000020105,San Pedro de Urabá,1.7,1.2,70.5,151.8,1.0,1.0,0.15
0505110000000000011104,Arboletes,2.5,2.4,337.0,480.1,1.0,1.0,0.15
0549010000000000010416,Necoclí,87.8,0.1,88.4,163.7,0.15,1.0,0.15
0549020040400900010116,Necoclí,114.1,23.4,197.6,328.2,0.15,0.65,0.15
0583720050603700010105,Turbo,31.6,8.7,39.8,124.7,0.4,0.85,0.15
0504520020300900010109,Apartadó,22.6,1.4,0.6,29.9,0.65,1.0,0.65
0504520020300900010121,Apartadó,22.0,0.9,1.0,29.5,0.65,1.0,0.65
0504520020300900010216,Apartadó,12.7,0.8,1.1,17.4,0.85,1.0,0.65
0504520010301100010226,Apartadó,6.2,1.9,1.1,40.0,0.85,1.0,0.4
0505110000000000010223,Arboletes,0.7,0.9,205.1,290.9,1.0,1.0,0.15
0505110000000000011023,Arboletes,1.5,2.5,337.5,480.4,1.0,1.0,0.15
0505110000000000011042,Arboletes,2.2,3.1,336.8,479.7,1.0,1.0,0.15
0505120050401400010102,Arboletes,94.5,0.7,191.2,335.6,0.15,1.0,0.15
0514710000000000020511,Carepa,0.9,1.3,1.3,42.1,1.0,1.0,0.4
0514710000000000020707,Carepa,2.2,0.3,2.6,43.2,1.0,1.0,0.4
0549010000000000010130,Necoclí,89.9,0.7,90.5,165.8,0.15,1.0,0.15
0549010000000000010201,Necoclí,148.8,0.2,149.8,275.2,0.15,1.0,0.15
0549010000000000010212,Necoclí,88.7,0.3,89.3,164.6,0.15,1.0,0.15
0549010000000000010708,Necoclí,152.4,1.1,153.5,279.1,0.15,1.0,0.15
0549020120600100010116,Necoclí,102.5,2.3,103.6,229.6,0.15,1.0,0.15
0549020120600100010233,Necoclí,101.9,3.2,103.0,229.0,0.15,1.0,0.15
0549020120600100010410,Necoclí,104.9,0.3,106.0,231.9,0.15,1.0,0.15
0549020120300300010114,Necoclí,131.2,1.2,137.6,270.9,0.15,1.0,0.15
0549020120101100010103,Necoclí,78.0,0.6,78.6,154.2,0.15,1.0,0.15
0565920010100500010124,San Juan de Urabá,32.6,32.6,271.1,408.3,0.4,0.4,0.15
0566510000000000010350,San Pedro de Urabá,2.6,0.2,115.7,252.4,1.0,1.0,0.15
0566510000000000010726,San Pedro de Urabá,1.6,0.6,119.4,255.2,1.0,1.0,0.15
0566510000000000010807,San Pedro de Urabá,0.3,0.1,71.1,153.3,1.0,1.0,0.15
0566510000000000030101,San Pedro de Urabá,1.2,1.2,69.7,152.0,1.0,1.0,0.15
0566520010100400010118,San Pedro de Urabá,74.8,20.0,140.6,226.1,0.15,0.65,0.15
0583720090700100010727,Turbo,4.0,3.0,0.7,85.4,1.0,1.0,0.15
0583720090700100020220,Turbo,2.1,0.9,0.5,88.4,1.0,1.0,0.15
0583720090700100020225,Turbo,0.9,0.6,1.1,88.4,1.0,1.0,0.15
0583720090700100020334,Turbo,3.8,3.5,2.2,91.2,1.0,1.0,0.15
0583720090700100020349,Turbo,4.1,3.6,2.1,91.2,1.0,1.0,0.15
0583720090700100020503,Turbo,2.0,0.7,0.2,88.0,1.0,1.0,0.15
0583720090600300010337,Turbo,27.5,3.3,0.7,110.6,0.65,1.0,0.15
0583720090302300010108,Turbo,9.6,2.1,2.5,120.3,0.85,1.0,0.15
0583720090402400010109,Turbo,11.4,4.5,0.7,121.8,0.85,1.0,0.15
0583720090602600010111,Turbo,18.4,0.4,1.4,102.9,0.65,1.0,0.15
0583720090103900010111,Turbo,16.5,5.6,17.3,142.0,0.65,0.85,0.15
0504520050300100010113,Apartadó,22.7,0.5,22.0,75.4,0.65,1.0,0.15
0514710000000000010205,Carepa,5.1,1.2,1.0,36.5,0.85,1.0,0.4
0514710000000000020416,Carepa,1.8,1.1,2.1,41.6,1.0,1.0,0.4
0514710000000000030602,Carepa,1.5,1.1,1.8,42.7,1.0,1.0,0.4
0549010000000000010615,Necoclí,92.2,3.2,92.8,168.0,0.15,1.0,0.15
0549010000000000010703,Necoclí,152.8,1.5,153.8,279.4,0.15,1.0,0.15
0549010000000000010709,Necoclí,152.5,1.0,153.6,279.2,0.15,1.0,0.15
0565910000000000010133,San Juan de Urabá,3.4,3.4,291.5,431.3,1.0,1.0,0.15
0565920010100100010114,San Juan de Urabá,35.1,35.1,282.0,418.1,0.4,0.4,0.15
0566510000000000010155,San Pedro de Urabá,1.0,0.4,72.4,154.0,1.0,1.0,0.15
0583720020101300010116,Turbo,62.0,0.7,124.3,269.1,0.15,1.0,0.15
0583720100700200010208,Turbo,39.8,0.6,1.5,54.2,0.4,1.0,0.4
0583720100400800010106,Turbo,17.0,1.7,2.3,64.7,0.65,1.0,0.15
0583720100400800010205,Turbo,18.7,0.7,1.0,66.7,0.65,1.0,0.15
0583720030803200010108,Turbo,28.2,1.0,28.8,104.4,0.65,1.0,0.15
0514710000000000010229,Carepa,5.7,1.8,0.4,36.2,0.85,1.0,0.4
0514710000000000020226,Carepa,7.0,2.6,7.0,44.4,0.85,1.0,0.4
0514710000000000020610,Carepa,1.9,0.7,2.4,42.4,1.0,1.0,0.4
0514710000000000020806,Carepa,5.7,2.6,6.1,44.4,0.85,1.0,0.4
0514710000000000030117,Carepa,1.8,0.4,0.5,39.5,1.0,1.0,0.4
0514710000000000030222,Carepa,2.2,0.9,0.2,39.1,1.0,1.0,0.4
0514710000000000030419,Carepa,1.4,2.2,1.2,42.3,1.0,1.0,0.4
0514710000000000030621,Carepa,2.0,2.2,1.7,42.8,1.0,1.0,0.4
0514710000000000030638,Carepa,2.6,1.5,2.7,43.8,1.0,1.0,0.4
0514720010700700010129,Carepa,24.2,9.4,19.5,32.0,0.65,0.85,0.4
0517210000000000010606,Chigorodó,40.5,0.6,3.1,69.8,0.4,1.0,0.15
0517210000000000020210,Chigorodó,39.2,0.3,1.2,69.4,0.4,1.0,0.15
0517210000000000020334,Chigorodó,40.1,0.5,1.3,70.8,0.4,1.0,0.15
0517210000000000020423,Chigorodó,42.4,1.5,3.8,72.4,0.4,1.0,0.15
0517210000000000030211,Chigorodó,38.0,1.0,0.4,68.3,0.4,1.0,0.15
0517210000000000040111,Chigorodó,22.2,0.2,0.7,40.1,0.65,1.0,0.4
0517210000000000050323,Chigorodó,38.4,0.1,1.4,70.0,0.4,1.0,0.15
0517210000000000050420,Chigorodó,39.2,1.2,1.0,71.4,0.4,1.0,0.15
0517210000000000050430,Chigorodó,38.9,0.8,1.2,71.1,0.4,1.0,0.15
0517210000000000050712,Chigorodó,23.3,1.1,1.3,43.0,0.65,1.0,0.4
0517210000000000050805,Chigorodó,39.7,0.7,0.6,71.9,0.4,1.0,0.15
0517210000000000060124,Chigorodó,39.8,0.7,0.7,71.4,0.4,1.0,0.15
0517210000000000060317,Chigorodó,41.1,1.1,1.8,72.2,0.4,1.0,0.15
0517210000000000060506,Chigorodó,41.5,0.6,2.3,72.4,0.4,1.0,0.15
0517210000000000060609,Chigorodó,41.9,0.9,1.9,73.3,0.4,1.0,0.15
0517210000000000060610,Chigorodó,42.0,0.9,2.0,73.4,0.4,1.0,0.15
0517210000000000060932,Chigorodó,44.4,2.3,4.9,74.7,0.4,1.0,0.15
0549020030200400010101,Necoclí,58.3,58.3,258.0,391.9,0.4,0.4,0.15
0565910000000000010134,San Juan de Urabá,3.3,3.3,291.6,431.4,1.0,1.0,0.15
0565910000000000010518,San Juan de Urabá,0.1,0.1,177.3,261.6,1.0,1.0,0.15
0566510000000000011007,San Pedro de Urabá,3.5,2.5,71.1,154.1,1.0,1.0,0.15
0583720110201800010213,Turbo,57.7,11.6,48.7,133.5,0.4,0.85,0.15
0514710000000000020207,Carepa,5.2,2.1,5.0,43.0,0.85,1.0,0.4
0549010000000000010118,Necoclí,89.7,0.4,90.3,165.5,0.15,1.0,0.15
0549010000000000010706,Necoclí,152.6,1.1,153.7,279.3,0.15,1.0,0.15
0549020030300200010203,Necoclí,100.1,62.0,240.8,367.7,0.15,0.15,0.15
0549020120100700010114,Necoclí,141.5,7.1,142.6,268.5,0.15,0.85,0.15
0565920010300300010102,San Juan de Urabá,23.6,23.6,285.0,422.5,0.65,0.65,0.15
0566520010100400010117,San Pedro de Urabá,74.5,19.8,140.3,225.8,0.15,0.65,0.15
0583720100700200010206,Turbo,40.2,0.7,1.5,54.4,0.4,1.0,0.4
0583720100400800010112,Turbo,17.1,1.6,2.0,64.8,0.65,1.0,0.15
0583720100400800010407,Turbo,16.9,1.3,1.6,64.8,0.65,1.0,0.15
0504520050300100010103,Apartadó,13.6,0.1,13.2,45.3,0.85,1.0,0.4
0504520020500200010304,Apartadó,13.5,0.1,7.2,32.2,0.85,1.0,0.4
0504520020300900010328,Apartadó,21.6,3.2,1.4,31.8,0.65,1.0,0.4
0504520010301100010201,Apartadó,5.9,0.8,2.5,40.9,0.85,1.0,0.4
0504520010301100010203,Apartadó,5.5,0.8,2.2,41.0,0.85,1.0,0.4
0504520030101500010117,Apartadó,19.4,2.7,2.6,33.6,0.65,1.0,0.4
0505110000000000010321,Arboletes,1.6,1.6,337.8,480.9,1.0,1.0,0.15
0505110000000000010704,Arboletes,0.6,2.4,339.5,482.7,1.0,1.0,0.15
0505110000000000010907,Arboletes,0.3,3.0,340.2,483.4,1.0,1.0,0.15
0505120060400100010101,Arboletes,74.2,37.9,157.5,243.8,0.15,0.4,0.15
0505120030200800010112,Arboletes,69.0,56.3,230.9,374.2,0.15,0.4,0.15
0514710000000000020303,Carepa,2.6,0.8,3.2,43.1,1.0,1.0,0.4
0514710000000000020514,Carepa,1.4,1.0,1.7,42.6,1.0,1.0,0.4
0549010000000000010108,Necoclí,147.6,0.3,148.7,274.1,0.15,1.0,0.15
0549010000000000010214,Necoclí,146.7,0.6,147.7,273.2,0.15,1.0,0.15
0549010000000000010313,Necoclí,89.4,0.3,90.0,165.3,0.15,1.0,0.15
0549010000000000010403,Necoclí,147.8,0.6,148.9,274.4,0.15,1.0,0.15
0549020120600100010135,Necoclí,101.8,2.8,102.9,228.9,0.15,1.0,0.15
0549020120600100010318,Necoclí,103.7,4.7,104.8,230.6,0.15,1.0,0.15
0549020120300300010129,Necoclí,80.1,0.6,83.1,162.7,0.15,1.0,0.15
0549020120600600010105,Necoclí,72.8,1.2,73.5,149.0,0.15,1.0,0.15
0549020050401800010107,Necoclí,159.9,3.7,166.0,291.9,0.15,1.0,0.15
0566510000000000010410,San Pedro de Urabá,3.5,1.8,118.3,253.6,1.0,1.0,0.15
0566510000000000010419,San Pedro de Urabá,3.7,2.1,118.0,253.2,1.0,1.0,0.15
0566510000000000010429,San Pedro de Urabá,3.9,2.1,118.1,253.3,1.0,1.0,0.15
0566520040200200010102,San Pedro de Urabá,62.2,1.1,177.1,316.8,0.15,1.0,0.15
0583720090700100010109,Turbo,1.0,2.4,2.1,88.7,1.0,1.0,0.15
0583720090700100010112,Turbo,1.5,2.8,2.3,88.3,1.0,1.0,0.15
0583720090700100010118,Turbo,3.5,4.7,1.4,87.7,1.0,1.0,0.15
0583720090700100010137,Turbo,2.0,3.3,2.5,88.8,1.0,1.0,0.15
0583720090700100010508,Turbo,0.6,1.2,0.7,52.5,1.0,1.0,0.4
0583720090700100010721,Turbo,2.0,1.2,0.7,51.9,1.0,1.0,0.4
0583720090700100020325,Turbo,3.5,3.3,2.4,91.2,1.0,1.0,0.15
0583720090700100020402,Turbo,2.8,1.9,0.7,89.3,1.0,1.0,0.15
0583720100700200010307,Turbo,24.3,0.7,0.2,31.9,0.65,1.0,0.4
0583720100700200020407,Turbo,38.0,1.1,0.9,52.4,0.4,1.0,0.4
0583720100700200020413,Turbo,37.9,1.3,0.8,52.2,0.4,1.0,0.4
